"Species","Species_raw","measure_class","Measure","Units","Value_canonical","raw_value","raw_unit","Source","first_author","Year","Team","role"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","177","177","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","183","183","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","264","264","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","220","220","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","190","190","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","237","237","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","204","204","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","205","205","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","201","201","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","181","181","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","204","204","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","218","218","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","237","237","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","212","212","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","194","194","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","149","149","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","221","221","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","185","185","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","226","226","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","180","180","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","220","220","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","210","210","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","187","187","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","175","175","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","181","181","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","195","195","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","207","207","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","235","235","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","185","185","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","208","208","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","232","232","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","204","204","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","169","169","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","236","236","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","271","271","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","228","228","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","258","258","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","218","218","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","159","159","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Galago senegalensis group","Galago senegalensis group","mass","Body_Mass","g","239","239","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","8505","8505","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca sinica group","Macaca sinica group","mass","Body_Mass","g","7031","7031","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca sinica group","Macaca sinica group","mass","Body_Mass","g","12701","12701","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca sinica group","Macaca sinica group","mass","Body_Mass","g","11340","11340","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4763","4763","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4082","4082","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","5103","5103","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3629","3629","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4309","4309","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4763","4763","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","5897","5897","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","6690","6690","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","5148","5148","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","2835","2835","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","2948","2948","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4082","4082","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3856","3856","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3175","3175","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3402","3402","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","2948","2948","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","2722","2722","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","2722","2722","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","2495","2495","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3175","3175","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3629","3629","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","2722","2722","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3175","3175","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3515","3515","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3175","3175","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3969","3969","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4309","4309","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","2835","2835","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3175","3175","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","2948","2948","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","2350","2350","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3856","3856","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3742","3742","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4423","4423","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4536","4536","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3856","3856","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","5103","5103","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","5443","5443","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4536","4536","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4649","4649","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4990","4990","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","5103","5103","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4876","4876","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4536","4536","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4423","4423","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","5330","5330","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","5443","5443","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","5897","5897","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","4876","4876","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","5400","5400","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
"Macaca fascicularis group","Macaca fascicularis group","mass","Body_Mass","g","3629","3629","g","10.1016%2Fj.jhevol.2008.08.004_TableS1.tsv","Isler","2008","Isler","secondary"
