paper,item,Code,Structure,canonical_structure,domain,Measure,measure_class,Stat,role,taxon,Definition
Navarrete_etal_2016,Navarrete_etal_2016_Data,technical_innovation_plus_extractive_foraging_count,NA,(structure-agnostic; see data columns),NA,Count,count (number),point,primary,Primates,technical innovation count under the broader classification including extractive foraging
Navarrete_etal_2016,Navarrete_etal_2016_Data,nontechnical_innovation_excluding_extractive_foraging_count,NA,(structure-agnostic; see data columns),NA,Count,count (number),point,primary,Primates,non-technical innovation count under the broader classification excluding extractive foraging
Navarrete_etal_2016,Navarrete_etal_2016_Data,foraging_innovation_count,NA,(structure-agnostic; see data columns),NA,Count,count (number),point,primary,Primates,reported foraging innovations
Navarrete_etal_2016,Navarrete_etal_2016_Data,technical_foraging_innovation_count,NA,(structure-agnostic; see data columns),NA,Count,count (number),point,primary,Primates,foraging innovations classified as technical
Navarrete_etal_2016,Navarrete_etal_2016_Data,nontechnical_foraging_innovation_count,NA,(structure-agnostic; see data columns),NA,Count,count (number),point,primary,Primates,foraging innovations classified as non-technical
Navarrete_etal_2016,Navarrete_etal_2016_Data,technical_foraging_plus_extractive_foraging_count,NA,(structure-agnostic; see data columns),NA,Count,count (number),point,primary,Primates,technical foraging innovations under the broader classification including extractive foraging
Navarrete_etal_2016,Navarrete_etal_2016_Data,nontechnical_foraging_excluding_extractive_foraging_count,NA,(structure-agnostic; see data columns),NA,Count,count (number),point,primary,Primates,non-technical foraging innovations under the broader classification excluding extractive foraging
Nudo_etal_1995,Nudo_etal_1995_TABLE3,n_species,NA,(structure-agnostic; see data columns),NA,Count,count (number),n,info,9 mammalian orders (the 24 species of TABLE 2 pooled by order),number of TABLE 2 species pooled into this order
Peruffo_etal_2019,Peruffo_etal_2019_Table2,n_specimens,NA,(structure-agnostic; see data columns),NA,Count,count (number),NA,info,Ovis aries,number of specimens represented
Reader_Laland_2002,Reader_Laland_2002,Journal_reports_2002,NA,(structure-agnostic; see data columns),NA,report_count,count (number),count,info,Primates (116 of 203 species surveyed),total number of reports found per species in the 2002 journal survey regardless of content; the paper's research-effort denominator
Reader_etal_2011,Reader_etal_2011_Data,Journal_search_article_count,NA,(structure-agnostic; see data columns),NA,report_count,count (number),count,info,Primates,total reports found per species in the journal back-issue search regardless of content
Reader_etal_2011,Reader_etal_2011_Data,Zoological_record_article_count,NA,(structure-agnostic; see data columns),NA,report_count,count (number),count,info,Primates,number of Zoological Record articles per species 1993-2001
Reader_etal_2011,Reader_etal_2011_Data,Journal_reports_2002,NA,(structure-agnostic; see data columns),NA,report_count,count (number),count,info,Primates,total reports per species in the 2002 survey
__merging_cortical_layers,__merging_cortical_layers,n_specimens,NA,(structure-agnostic; see data columns),NA,Count,count (number),NA,primary,NA,number of specimens represented
AvelinodeSouza_etal_2025,AvelinodeSouza_etal_2025_TABLE1,Neurons/mg,NA,(structure-agnostic; see data columns),NA,N.p.mg,density (per mass/volume),NA,primary,Cetaceans & other placental mammals,neuronal density (neurons/mg)
AvelinodeSouza_etal_2025,AvelinodeSouza_etal_2025_TABLE1,Non-neuronal cells/mg,NA,(structure-agnostic; see data columns),NA,O.p.mg,density (per mass/volume),NA,primary,Cetaceans & other placental mammals,non-neuronal (other) cell density (cells/mg)
Burish_etal_2010,Burish_etal_2010,DN,NA,(structure-agnostic; see data columns),NA,N.p.mg,density (per mass/volume),NA,review,Primates (+ other mammals),average density of neurons per milligram of tissue in the structure
Burish_etal_2010,Burish_etal_2010,DO,NA,(structure-agnostic; see data columns),NA,O.p.mg,density (per mass/volume),NA,review,Primates (+ other mammals),average density of other (nonneuronal) cells per milligram of tissue in the structure
DosSantos_etal_2017,DosSantos_etal_2017_TableS1,DN,NA,(structure-agnostic; see data columns),NA,N.p.mg,density (per mass/volume),NA,primary,Marsupials,neuronal density (in neurons/mg)
DosSantos_etal_2020,DosSantos_etal_2020_Table1,N/mg,NA,(structure-agnostic; see data columns),NA,N.p.mg,density (per mass/volume),NA,primary,Mammals,number of neuronal cells per milligram of structure
DosSantos_etal_2020,DosSantos_etal_2020_Table1,I/mg,NA,(structure-agnostic; see data columns),NA,I.p.mg,density (per mass/volume),NA,primary,Mammals,Number of microglia per milligram of structure
HerculanoHouzel_etal_2015,HerculanoHouzel_etal_2015,N/mg,NA,(structure-agnostic; see data columns),NA,N.p.mg,density (per mass/volume),NA,both,Mammals,neuronal density (in neurons/mg)
HerculanoHouzel_etal_2015,HerculanoHouzel_etal_2015,O/mg,NA,(structure-agnostic; see data columns),NA,O.p.mg,density (per mass/volume),NA,both,Mammals,other cells density (in cells/mg)
JardimMesseder_etal_2017,JardimMesseder_etal_2017_Table1,DN,NA,(structure-agnostic; see data columns),NA,N.p.mg,density (per mass/volume),NA,primary,Carnivores & other companion mammals,neuronal density (in neurons/mg)
Sherwood_etal_2003,Sherwood_etal_2003_Table1,dexterity_index,NA,(structure-agnostic; see data columns),NA,dexterity,dexterity,index,secondary,NA,Heffner & Masterton 1983 dexterity index
Heffner_etal_2020,Heffner_etal_2020_Figure3,high_freq_hearing_limit_60dB_kHz,NA,(structure-agnostic; see data columns),NA,freq.kHz,freq.kHz,threshold,secondary,Mammalia (79 markers; 34 labelled),"High-frequency hearing limit: highest frequency audible at 60 dB SPL, kHz (figure y-axis, log scale)"
Koay_etal_1998,Koay_etal_1998_Figure6,high_freq_hearing_limit_60dB_kHz,NA,(structure-agnostic; see data columns),NA,freq.kHz,freq.kHz,threshold,both,Mammalia (67 digitised points),"High-frequency hearing limit: highest frequency audible at 60 dB SPL, kHz"
Burish_etal_2010,Burish_etal_2010,Length,NA,(structure-agnostic; see data columns),NA,Length.mm,length,NA,review,Primates (+ other mammals),average length of the structure (in millimeters)
Heuer_etal_2019,Heuer_etal_2019_S1,voxel_size_x_mm,NA,(structure-agnostic; see data columns),NA,Length.mm,length,point,info,Primates,voxel size along x
Heuer_etal_2019,Heuer_etal_2019_S1,voxel_size_y_mm,NA,(structure-agnostic; see data columns),NA,Length.mm,length,point,info,Primates,voxel size along y
Heuer_etal_2019,Heuer_etal_2019_S1,voxel_size_z_mm,NA,(structure-agnostic; see data columns),NA,Length.mm,length,point,info,Primates,voxel size along z
AvelinodeSouza_etal_2025,AvelinodeSouza_etal_2025_TABLE1,"Mass, g",NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,primary,Cetaceans & other placental mammals,mass (g)
Burish_etal_2010,Burish_etal_2010,M,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,review,Primates (+ other mammals),average mass of the structure (in grams)
Burish_etal_2010,Burish_etal_2010,%MBD,NA,(structure-agnostic; see data columns),NA,p.C.Body.mass,mass,NA,review,Primates (+ other mammals),average structure mass fraction (expressed as percentage of the whole body mass)
Burish_etal_2010,Burish_etal_2010,%MCNS,NA,(structure-agnostic; see data columns),NA,p.C.CNS.mass,mass,NA,review,Primates (+ other mammals),average structure mass fraction (expressed as percentage of the CNS mass; brain + spinal cord)
Collins_etal_2010,Collins_etal_2010_DatasetS1,tissue_weight_g,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,primary,Primates,wet weight of the tissue piece
Collins_etal_2016,Collins_etal_2016_Table1,body_weight_kg,NA,(structure-agnostic; see data columns),NA,Mass.kg,mass,NA,info,Primates,body weight
DosSantos_etal_2017,DosSantos_etal_2017_TableS1,M,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,primary,Marsupials,mass of the structure
DosSantos_etal_2020,DosSantos_etal_2020_Table1,Structure mass (g),NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,primary,Mammals,mass in grams
Finlay_etal_2006,Finlay_etal_2006_Table6.1,bodyweight_g,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,primary,Mammals (marsupial to primate),body weight
HerculanoHouzel_etal_2015,HerculanoHouzel_etal_2015,"Mass, g",NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,both,Mammals,mass (g)
Jacobs_etal_2018,Jacobs_etal_2018_Table3,body_mass_g,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,point,info,Carnivores + Primates,body mass of the specimen
JardimMesseder_etal_2017,JardimMesseder_etal_2017_Table1,M,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,primary,Carnivores & other companion mammals,mass of the structure
JardimMesseder_etal_2017,JardimMesseder_etal_2017_Table1,M,NA,(structure-agnostic; see data columns),NA,Mass.kg,mass,NA,primary,Carnivores & other companion mammals,mass of the structure
Kverkova_etal_2018,Kverkova_etal_2018_TableS1,Mass.g,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,primary,Rodents (African mole-rats +),mass in grams
Kverkova_etal_2018,Kverkova_etal_2018_FigS1,mass,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,primary,Rodents (African mole-rats +),mass (g)
Lewitus_etal_2014,Lewitus_etal_2014_TableS1,Body_weight,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,secondary,Mammals,Body weight
Lewitus_etal_2014,Lewitus_etal_2014_TableS1,Brain_weight_g,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,secondary,Mammals,Brain weight g
Lewitus_etal_2014,Lewitus_etal_2014_TableS1,Neonate_brain_weight_g,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,secondary,Mammals,Neonate brain weight g
Seymour_etal_2015,Seymour_etal_2015_TableS1,Body_mass_g,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,primary,Primates & Diprotodontia,body mass in grams
Seymour_etal_2017,Seymour_etal_2017_TableS1,Body_mass_kg,NA,(structure-agnostic; see data columns),NA,Mass.kg,mass,NA,info,Fossil Hominins,body mass in kilograms as printed (footnote letter removed)
Seymour_etal_2017,Seymour_etal_2017_TableS1,Body_mass_g,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,primary,Fossil Hominins,body mass in grams (project unit)
Stephan_etal_1970,Stephan_etal_1970,body_weight_g,NA,(structure-agnostic; see data columns),NA,Body_Mass.g,mass,NA,primary,NA,body weight
Stephan_etal_1970,Stephan_etal_1970,brain_weight_mg,NA,(structure-agnostic; see data columns),NA,Brain_Mass.mg,mass,NA,primary,NA,brain weight
Veilleux_Kirk_2014,Veilleux_Kirk_2014_SupplementalTable1,body_mass_kg_VK,NA,(structure-agnostic; see data columns),NA,Mass.kg,mass,value,secondary,Mammalia (91 spp),"Body mass (BM) as printed, kg"
Veilleux_Kirk_2014,Veilleux_Kirk_2014_SupplementalTable1,Body_mass.g,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,value,secondary,Mammalia (91 spp),Body mass converted to project unit: printed kg x 1000
Weaver__2001,Weaver__2001_TableA-15,BoMass_kg,NA,(structure-agnostic; see data columns),NA,Mass.kg,mass,NA,primary,"monkeys, apes, fossil hominids, humans",body mass as printed (kg)
Weaver__2001,Weaver__2001_TableA-15,Body_Mass.g,NA,(structure-agnostic; see data columns),NA,Mass.g,mass,NA,primary,"monkeys, apes, fossil hominids, humans",body mass in project units (g)
Young_etal_2013_b,Young_etal_2013_b_Table1,body_weight_kg,NA,(structure-agnostic; see data columns),NA,Mass.kg,mass,NA,info,Primates,body weight (Table S1)
Heffner_Heffner_1992_a,Heffner_Heffner_1992_a_Table1,trophic_level,NA,(structure-agnostic; see data columns),NA,ordinal,ordinal,rank,primary,Mammalia (24 rows),"Degree to which a species is predatory (1 = strict predator) to strictly prey (5), ranked from published species descriptions (Nowak and Paradiso '83)"
Balzeau_etal_2012,Balzeau_etal_2012_Table5,Mean_pct_of_hemisphere,NA,(structure-agnostic; see data columns),NA,pct.of.hemisphere,percentage (relative),Mean,secondary,Homo,mean percentage contribution of the lobe to the hemisphere (sum of the three lobe surfaces)
Balzeau_etal_2012,Balzeau_etal_2012_Table5,V_star,NA,(structure-agnostic; see data columns),NA,pct.of.hemisphere,percentage (relative),V*,secondary,Homo,size-corrected coefficient of variation of the percentage
Collins_etal_2016,Collins_etal_2016_Table1,pct_neocortical_area,NA,(structure-agnostic; see data columns),NA,pct,percentage (relative),NA,secondary,Primates,region as percent of total neocortical area
HerculanoHouzel_etal_2013,HerculanoHouzel_etal_2013_Table1-a,pct_cortical_area,NA,(structure-agnostic; see data columns),NA,pct,percentage (relative),NA,secondary,Mus musculus,% of total cortical surface area
HerculanoHouzel_etal_2013,HerculanoHouzel_etal_2013_Table1-a,pct_cortical_volume,NA,(structure-agnostic; see data columns),NA,pct,percentage (relative),NA,secondary,Mus musculus,% of total cortical volume
HerculanoHouzel_etal_2013,HerculanoHouzel_etal_2013_Table1-a,pct_cortical_neurons,NA,(structure-agnostic; see data columns),NA,pct,percentage (relative),NA,secondary,Mus musculus,% of total cortical neurons
HerculanoHouzel_etal_2013,HerculanoHouzel_etal_2013_Table1-b,pct_cortical_area,NA,(structure-agnostic; see data columns),NA,pct,percentage (relative),NA,secondary,Mus musculus,% of total cortical surface area
HerculanoHouzel_etal_2013,HerculanoHouzel_etal_2013_Table1-b,pct_cortical_volume,NA,(structure-agnostic; see data columns),NA,pct,percentage (relative),NA,secondary,Mus musculus,% of total cortical volume
HerculanoHouzel_etal_2013,HerculanoHouzel_etal_2013_Table1-b,pct_cortical_neurons,NA,(structure-agnostic; see data columns),NA,pct,percentage (relative),NA,secondary,Mus musculus,% of total cortical neurons
Burish_etal_2010,Burish_etal_2010,%N,NA,(structure-agnostic; see data columns),NA,p.C.N,proportion (of CNS/body/brain),NA,review,Primates (+ other mammals),average percent of cells in the structure that are neurons
Burish_etal_2010,Burish_etal_2010,%NCNS,NA,(structure-agnostic; see data columns),NA,p.C.CNS.neurons,proportion (of CNS/body/brain),NA,review,Primates (+ other mammals),average structure neuron number fraction (expressed as percentage of the CNS neuron number; brain + spinal cord)
HerculanoHouzel_etal_2015,HerculanoHouzel_etal_2015,% Neurons,NA,(structure-agnostic; see data columns),NA,p.C.N,proportion (of CNS/body/brain),NA,both,Mammals,number of neurons / (number of neurons + number of other cells) * 100
Kverkova_etal_2018,Kverkova_etal_2018_TableS1,p.C.Brain,NA,(structure-agnostic; see data columns),NA,p.C.Brain,proportion (of CNS/body/brain),NA,primary,Rodents (African mole-rats +),average structure volume fractions (expressed as percentage of the whole brain volume)
Mota_etal_2015,Mota_Herculano-Houzel_2015_TableS1,Reference,NA,(structure-agnostic; see data columns),NA,provenance,provenance,NA,provenance,Mammals,"Source-reference number(s) for the row's values, as printed (keyed to the reference list in the supplement); e.g. ""15, 1"" = own value from ref 15, other value from ref 1."
Zilles_etal_2013,Zilles_etal_2013_Table1,Ref,NA,(structure-agnostic; see data columns),NA,provenance,provenance,NA,provenance,Mammals,Source-reference bracket code as printed in Table 1 ([4] [5] [7] [87]); identifies the GI measurement's origin and method.
DosSantos_etal_2020,DosSantos_etal_2020_unpublished,I/C,NA,(structure-agnostic; see data columns),NA,I.p.C,ratio,NA,primary,Mammals,Microglia/Cell ratio
Kochiyama_etal_2018,Kochiyama_etal_2018_Figure3legend,MH_CV,NA,(structure-agnostic; see data columns),NA,ratio,ratio,CV,info,Homo sapiens,coefficient of variation of MH volume (= relative-volume s.d.)
